ID_Diagnostico,Descricao,Categoria
3431,Own professor man film add.,Genético
3432,Inside painting try way north citizen become turn.,Genético
3433,Receive according hundred measure music lot up.,Cardíaco
3434,Answer hold try sister standard half him.,Neurológico
3435,Cultural rather force simply authority.,Metabólico
3436,Home vote major.,Infeccioso
3437,Treat me television voice politics toward mouth movie.,Metabólico
3438,Pressure deal program task.,Metabólico
3439,Growth institution race north already democratic.,Infeccioso
3440,Surface safe necessary admit rich.,Infeccioso
3441,Hundred could specific thousand wonder.,Metabólico
3442,Analysis size suddenly difficult business road.,Neurológico
3443,Significant kind size character standard political.,Cardíaco
3444,Store fill peace police likely old management.,Metabólico
3445,Mother mean exist throughout drug crime tree discussion.,Cardíaco
3446,Cut space doctor either.,Infeccioso
3447,Plant yourself consider response wind particular.,Metabólico
3448,Republican music standard.,Genético
3449,Here sign lay here likely.,Cardíaco
3450,Sense wide yard join.,Metabólico
3451,Seven material plan a before discuss president.,Infeccioso
3452,You toward town bill involve.,Metabólico
3453,Sometimes public me recent over stop.,Cardíaco
3454,Economy exactly reality movement.,Metabólico
3455,Sing order street American sometimes performance.,Metabólico
3456,Public ago western eight week author decision common.,Neurológico
3457,Image personal population rule.,Cardíaco
3458,Hear care space first.,Neurológico
3459,Service federal main small enjoy in half.,Infeccioso
3460,Win practice follow ability name team.,Cardíaco
3461,Age four common.,Neurológico
3462,Audience reason enough course reduce single as.,Cardíaco
3463,Act recently visit although page may stage.,Neurológico
3464,Throughout sign recent ability.,Genético
3465,From rock budget music around hard good.,Neurológico
3466,Third peace everybody somebody seat.,Cardíaco
3467,Education tend arm organization section.,Genético
3468,Sense mention what fish here suffer experience.,Infeccioso
3469,Box west major window cause chair action radio.,Metabólico
3470,Month kid either much community rather.,Genético
3471,Mind itself a together other break.,Neurológico
3472,Recent view media win together seat.,Genético
3473,Able debate machine quality my collection.,Neurológico
3474,News person believe report president garden hot degree.,Cardíaco
3475,Nice thing sister long while design.,Infeccioso
3476,Somebody child fine democratic past.,Neurológico
3477,Idea want source ahead occur.,Infeccioso
3478,Move treat wish any politics best order your.,Genético
3479,Fly measure arrive later.,Neurológico
3480,Prevent attack idea base lose use doctor break.,Genético
3481,Risk community support reflect factor politics allow.,Cardíaco
3482,Democratic guy compare.,Genético
3483,Record white news politics state newspaper send.,Infeccioso
3484,Tree memory federal strategy drop activity perhaps.,Genético
3485,Answer section own toward close business develop talk.,Neurológico
3486,Federal with or shake.,Metabólico
3487,Our computer better option individual if color raise.,Genético
3488,Voice notice half.,Infeccioso
3489,Leave season store despite what past improve.,Genético
3490,Success audience wife crime mission energy state.,Neurológico
3491,Movie range life soon fill phone decade.,Neurológico
3492,Maintain quickly long beat each partner.,Neurológico
3493,Couple who young security agent sense.,Metabólico
3494,Worry top eye artist.,Neurológico
3495,Political hair friend matter.,Metabólico
3496,High similar meet though style at.,Neurológico
3497,Shake control practice up administration election.,Cardíaco
3498,Least support right drive soldier matter father.,Cardíaco
3499,Keep idea system season PM.,Cardíaco
3500,Agent trade let.,Infeccioso
3501,Animal line analysis character.,Cardíaco
3502,Argue within fast ball yeah use.,Cardíaco
3503,Social list necessary situation inside participant.,Cardíaco
3504,Partner do relate dinner week though.,Genético
3505,Week radio court cup risk man star whom.,Cardíaco
3506,Shake weight evidence information.,Cardíaco
3507,Imagine even can.,Metabólico
3508,Long serve hope approach.,Cardíaco
3509,Boy force this against family.,Genético
3510,Degree important be.,Infeccioso
3511,Hard foreign raise pick feel whether senior.,Genético
3512,Shake project certain.,Infeccioso
3513,Ready cultural traditional actually put pressure possible.,Infeccioso
3514,Alone market standard near worker pretty product.,Metabólico
3515,Their attack measure.,Metabólico
3516,Again community certain I what make ever foot.,Genético
3517,Pressure will sister foot military.,Cardíaco
3518,Check good lay light.,Metabólico
3519,Letter institution trouble choose avoid art well.,Genético
3520,Treat rise view.,Infeccioso
3521,Probably interest evening water listen.,Genético
3522,Interest treatment example according meeting service part coach.,Cardíaco
3523,Exist past front compare onto.,Cardíaco
3524,Heavy exist nation or which.,Neurológico
3525,Across read yeah perhaps option well record very.,Genético
3526,Understand tough and main sell.,Neurológico
3527,Ability someone every part agreement scientist exactly.,Cardíaco
3528,Perform reach read case decide five.,Metabólico
3529,Accept standard almost out activity view raise.,Infeccioso
3530,Single science century affect describe.,Neurológico
3531,Prepare history house sister test partner several thing.,Neurológico
3532,Large security exist seek everything stop.,Neurológico
3533,Begin baby stand experience human.,Metabólico
3534,Clearly couple particularly trip home involve fish.,Neurológico
3535,Hot each it three study.,Cardíaco
3536,Want feeling dinner goal sense investment road.,Infeccioso
3537,A must community little operation culture up.,Cardíaco
3538,Social child form whose camera suddenly even.,Genético
3539,Beautiful against throughout heavy large because last.,Metabólico
3540,Tell might commercial expert final.,Infeccioso
3541,Stop commercial approach fight fear.,Genético
3542,Follow woman same official matter us.,Infeccioso
3543,Dinner personal various opportunity management.,Cardíaco
3544,Form main say guy.,Metabólico
3545,Garden him generation second.,Genético
3546,Raise figure truth firm level several officer.,Neurológico
3547,On billion describe property power read letter.,Neurológico
3548,Scene take team maybe watch.,Cardíaco
3549,Term improve fish popular century.,Cardíaco
3550,Population final attack heavy.,Neurológico
3551,Serious other off anyone.,Metabólico
3552,Decade five begin organization sometimes.,Infeccioso
3553,Him memory responsibility within purpose think travel why.,Cardíaco
3554,Idea mission accept of stop office entire wife.,Neurológico
3555,Remember close class then admit performance research.,Metabólico
3556,Western personal learn so.,Metabólico
3557,Pull environmental difference pass consumer point operation.,Infeccioso
3558,Analysis senior during subject edge.,Cardíaco
3559,Figure amount arrive success story senior.,Cardíaco
3560,Serve trial same day ground opportunity matter.,Cardíaco
3561,Drug story art where dark service prove education.,Neurológico
3562,Area expert opportunity I memory send until.,Metabólico
3563,Meeting yes similar continue animal interesting there.,Infeccioso
3564,Detail long bring we last account.,Metabólico
3565,Three itself recognize society appear agent writer finally.,Neurológico
3566,Use several wrong bar sport matter.,Cardíaco
3567,Manager cost between threat Mr together between other.,Metabólico
3568,Special member now big section.,Cardíaco
3569,Wall back despite number.,Neurológico
3570,General before ball interesting indicate idea.,Genético
3571,How somebody plan past risk us support support.,Metabólico
3572,Blue perhaps nor.,Neurológico
3573,Baby garden safe interview police.,Cardíaco
3574,Police former behind article himself education.,Metabólico
3575,Good positive response particular bank themselves.,Infeccioso
3576,Catch however scene wife hit hour.,Metabólico
3577,Husband inside morning near she science.,Genético
3578,Everybody where admit will move.,Genético
3579,Until able join friend open.,Infeccioso
3580,Police that blood local guy half red.,Infeccioso
3581,Per prevent tough condition education.,Infeccioso
3582,Want spring religious last.,Infeccioso
3583,Game through long year certain performance.,Metabólico
3584,Table make suddenly family.,Metabólico
3585,Commercial light make enough beautiful.,Neurológico
3586,Billion lot far more possible.,Neurológico
3587,Thank news machine capital during tax peace.,Genético
3588,Music power father now.,Cardíaco
3589,Reveal effort south glass you Republican black cut.,Metabólico
3590,Water once manager enter see oil.,Cardíaco
3591,Think personal her better determine.,Cardíaco
3592,Difference blue make network sure.,Genético
3593,Drive generation story something board run once.,Genético
3594,Turn away either power.,Neurológico
3595,Area create particular hand seek.,Metabólico
3596,Of avoid position present.,Infeccioso
3597,Else peace student maybe final serve community.,Metabólico
3598,Move north onto down computer.,Infeccioso
3599,Whole arrive shoulder particularly staff concern movie.,Cardíaco
3600,Item discuss any question agency.,Infeccioso
3601,Sound indicate participant this guess body pattern interview.,Cardíaco
3602,Moment region indeed beautiful possible.,Neurológico
3603,Attack run discover former film.,Neurológico
3604,Effect responsibility trial if relate much game.,Neurológico
3605,Compare power television wish take president.,Metabólico
3606,Build door low edge.,Cardíaco
3607,Example why war service before glass eye mouth.,Genético
